"gid","nom_dept","nom_com","nom_station","code_station","typologie","influence","ozone","mois","annee","X","Y","no2","pm10","s02"
5,"ISERE","Grenoble","Grenoble Les Frenes","FR15043","urban","Fond",30.2,2,2018,5.735603366,45.16187407,26.2,22.5,1.0
31,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",81.5,4,2018,5.820837783,46.07223918,5.3,14.1,0.9
129,"LOIRE","Veauche","VEAUCHE","FR29427","suburban","Industrielle",,9,2018,4.298550264,45.56581455,,,
10,"RHONE","Vaulx-en-Velin","VAULX EN VELIN","FR20046","urban","Fond",74.2,5,2018,4.924700509,45.77887089,18.4,15.2,
25,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",20.0,12,2017,6.869996699,45.92253686,46.8,21.4,
21,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",27.6,11,2018,6.349723082,45.27471893,17.9,15.1,6.0
76,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",,7,2018,5.070377771,45.75485265,9.1,16.5,
7,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",70.7,4,2018,4.802195719,45.60192128,15.6,17.3,
36,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",34.7,10,2018,4.829800054,45.73532325,35.9,21.7,
7,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",79.9,8,2018,4.853725888,45.75799123,14.5,15.6,
75,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,2,2018,4.850295216,45.7681358,,,
57,"ISERE","Vienne","Vienne Estressin","FR27102","suburban","Fond",,9,2018,4.863904251,45.53975628,,,
87,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,8,2018,4.894029845,45.77641745,,,
74,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,3,2018,4.850295216,45.7681358,,,
109,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",,8,2018,6.240562703,46.19584661,7.8,13.7,
111,"ISERE","Grenoble","Villeneuve","FR15008","suburban","Fond",,12,2018,5.736395372,45.16140417,,,
106,"LOIRE","Firminy","FIRMINY","FR29425","urban","Fond",,9,2018,4.281682417,45.38796299,,,
58,"ISERE","Vienne","Vienne Estressin","FR27102","suburban","Fond",,2,2018,4.863904251,45.53975628,,,
13,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",52.1,3,2018,4.853725888,45.75799123,29.5,15.8,
110,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",,5,2018,6.349723082,45.27471893,5.0,13.6,7.1
9,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",54.7,3,2018,4.802195719,45.60192128,20.8,15.8,
12,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",60.2,9,2018,4.853725888,45.75799123,29.1,20.9,
30,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",51.7,10,2018,5.820837783,46.07223918,,14.1,0.3
132,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,3,2018,4.389781793,45.46673742,,,
25,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",66.5,9,2018,6.240562703,46.19584661,14.8,16.8,
6,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",66.7,4,2018,4.829800054,45.73532325,25.7,16.0,
13,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",38.9,2,2018,4.853725888,45.75799123,25.7,23.4,
85,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,7,2018,4.894029845,45.77641745,,,
7,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",42.9,10,2018,4.802195719,45.60192128,21.0,23.1,
20,"SAVOIE","ChambÃ©ry","PASTEUR","FR33101","urban","Fond",10.8,11,2018,5.928435518,45.56462103,28.1,19.0,
